City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Asuncion Mita,GT,14.3308,-89.7108,64.04,95,18,5.53,few clouds
346,Hanko,FI,59.8333,22.95,30.06,82,52,25.46,broken clouds
347,Bilma,NE,18.6853,12.9164,59.63,37,100,6.15,overcast clouds
348,Saltpond,GH,5.2091,-1.0606,74.03,74,2,4.29,clear sky
349,Fougamou,GA,-1.2154,10.5838,72.19,99,97,0.89,overcast clouds
350,Chuncheng,CN,22.1731,111.7886,70.2,41,2,3.85,clear sky
351,Half Moon Bay,US,37.4636,-122.4286,57.83,85,20,18.41,mist
352,Nizwa,OM,22.9333,57.5333,68.38,65,0,2.39,clear sky
353,Iranshahr,IR,27.2025,60.6848,57.54,58,0,4.61,clear sky
354,Naze,JP,28.3667,129.4833,58.12,62,93,12.44,overcast clouds
355,Port Lincoln,AU,-34.7333,135.8667,80.83,47,5,10.2,clear sky
356,Kargil,IN,34.5667,76.1,14.7,48,99,0.45,overcast clouds
357,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,88,20,5.75,few clouds
358,Sale,MA,34.0389,-6.8166,61.63,93,100,0.0,overcast clouds
359,Coahuayana,MX,18.7333,-103.6833,69.12,84,0,3.91,clear sky
360,Bom Jesus,BR,-9.0744,-44.3586,69.73,97,91,2.35,overcast clouds
361,Lata,PT,40.1629,-8.3327,57.81,96,99,1.48,overcast clouds
362,Juneau,US,58.3019,-134.4197,32.0,86,100,3.44,light snow
363,Myaundzha,RU,63.0494,147.1858,-19.46,99,72,2.77,broken clouds
364,Saurimo,AO,-9.6608,20.3916,63.99,98,100,3.4,overcast clouds
365,Gorontalo,ID,0.5412,123.0595,87.53,60,93,4.54,overcast clouds
366,Mombaca,BR,-5.7431,-39.6275,74.64,73,64,6.44,broken clouds
367,Emerald,AU,-23.5333,148.1667,87.35,43,71,13.8,broken clouds
368,Avera,US,33.194,-82.5271,26.91,39,0,6.38,clear sky
369,Novyy Urgal,RU,51.0736,132.5642,3.65,87,97,0.27,overcast clouds
370,Mount Isa,AU,-20.7333,139.5,87.57,55,100,8.05,moderate rain
371,Keningau,MY,5.3378,116.1602,82.76,63,100,6.22,light rain
372,Kot Diji,PK,27.3427,68.7083,44.62,15,57,6.26,broken clouds
373,Vitim,RU,59.4511,112.5578,-14.04,96,33,3.56,scattered clouds
374,Touros,BR,-5.1989,-35.4608,77.97,74,89,12.57,overcast clouds
375,Isla Mujeres,MX,21.2311,-86.731,66.25,88,100,16.82,moderate rain
376,Cap Malheureux,MU,-19.9842,57.6142,80.47,68,23,1.99,few clouds
377,Shache,CN,38.4167,77.2406,27.79,36,0,0.94,clear sky
378,Pisco,PE,-13.7,-76.2167,69.85,88,20,3.44,mist
379,Souillac,MU,-20.5167,57.5167,79.18,73,40,10.36,light rain
380,Barretos,BR,-20.5572,-48.5678,68.0,93,99,8.25,overcast clouds
381,Komsomolskiy,UZ,40.4272,71.7189,23.72,86,100,2.3,fog
382,Makinsk,KZ,52.6292,70.4169,12.42,75,100,6.29,overcast clouds
383,Mayumba,GA,-3.432,10.6554,75.51,88,100,2.37,overcast clouds
384,Kiunga,PG,-6.1219,141.2906,79.86,84,100,1.68,overcast clouds
385,Ostrovnoy,RU,68.0531,39.5131,19.11,86,35,14.38,scattered clouds
386,Athabasca,CA,54.7169,-113.2854,-1.79,99,93,3.62,overcast clouds
387,Port Moresby,PG,-9.4431,147.1797,89.02,58,40,11.5,scattered clouds
388,Cayenne,GF,4.9333,-52.3333,75.24,94,75,2.3,mist
389,Berlevag,NO,70.8578,29.0864,24.75,74,84,11.5,broken clouds
390,Menomonie,US,44.8755,-91.9193,7.27,97,100,2.17,overcast clouds
391,Aykhal,RU,66.0,111.5,-16.31,100,88,8.5,overcast clouds
392,Omsukchan,RU,62.5333,155.8,-5.17,85,100,3.62,overcast clouds
393,Bonavista,CA,48.6499,-53.1147,35.28,80,23,16.98,few clouds
394,Youghal,IE,51.95,-7.8506,38.41,100,24,10.38,few clouds
395,Grand Gaube,MU,-20.0064,57.6608,80.38,68,30,1.99,scattered clouds
396,Praya,CV,14.9215,-23.5087,70.99,69,84,14.94,broken clouds
397,Kuli,RU,42.0185,47.2434,22.71,62,0,6.06,clear sky
398,Kavarna,BG,43.4333,28.3333,35.35,77,6,9.37,clear sky
399,Norwich,GB,52.6278,1.2983,48.47,90,75,17.27,broken clouds
400,San Jose,US,37.3394,-121.895,58.71,84,40,3.44,scattered clouds
401,Zhezkazgan,KZ,47.8043,67.7144,8.58,72,0,13.42,clear sky
402,Adre,TD,13.4667,22.2,55.51,39,2,18.68,clear sky
403,Mchinji,MW,-13.7984,32.8802,66.58,92,90,3.13,light rain
404,Aitape,PG,-3.1374,142.3475,85.44,65,97,3.53,overcast clouds
405,Ancud,CL,-41.8697,-73.8203,54.88,92,3,1.95,clear sky
406,Chabahar,IR,25.2919,60.643,74.05,57,17,3.85,few clouds
407,Savalou,BJ,7.9281,1.9756,71.67,31,16,2.57,few clouds
408,Safaga,EG,26.7292,33.9365,61.99,54,1,6.44,clear sky
409,Walvis Bay,NA,-22.9575,14.5053,59.09,88,0,6.91,clear sky
410,Pacific Grove,US,36.6177,-121.9166,58.08,78,0,0.0,clear sky
411,Lhokseumawe,ID,5.1801,97.1507,81.48,75,97,5.82,moderate rain
412,Lake Charles,US,30.2131,-93.2044,33.8,77,0,3.44,clear sky
413,Gua Musang,MY,4.8823,101.9644,83.52,59,95,3.38,light rain
414,Acapulco,MX,16.8634,-99.8901,74.39,78,89,5.01,overcast clouds
415,Shahreza,IR,32.0339,51.8794,35.46,63,3,1.81,clear sky
416,Rudabanya,HU,48.3833,20.6333,38.01,94,100,0.78,overcast clouds
417,Pitimbu,BR,-7.4706,-34.8086,77.59,69,100,10.76,overcast clouds
418,Fairbanks,US,64.8378,-147.7164,-12.66,65,0,8.05,clear sky
419,Tukrah,LY,32.5341,20.5791,60.85,78,18,9.69,few clouds
420,Elat,IL,29.5581,34.9482,57.04,77,40,0.0,scattered clouds
421,Abengourou,CI,6.7297,-3.4964,64.06,90,5,1.52,clear sky
422,Winnemucca,US,40.973,-117.7357,39.02,72,88,4.05,overcast clouds
423,Tiksi,RU,71.6872,128.8694,-18.74,96,60,6.96,broken clouds
424,Nishihara,JP,26.1842,127.7558,65.86,45,75,9.22,broken clouds
425,Hailar,CN,49.2,119.7,-3.32,95,100,0.45,light snow
426,Bibiani,GH,6.4635,-2.3194,63.5,79,3,0.11,clear sky
427,Eureka,US,40.8021,-124.1637,57.67,96,100,1.01,overcast clouds
428,Fare,PF,-16.7,-151.0167,80.64,75,6,11.43,clear sky
429,Flin Flon,CA,54.7682,-101.865,-3.95,100,94,3.47,overcast clouds
430,Dinguiraye,GN,11.3,-10.7167,65.26,28,20,0.58,few clouds
431,Karasburg,NA,-28.0167,18.75,63.95,38,1,2.93,clear sky
432,Pervomayskiy,RU,53.2485,40.2871,28.29,88,100,9.84,overcast clouds
433,Vereshchagino,RU,58.0789,54.6557,-2.69,100,48,4.79,scattered clouds
434,Mosquera,CO,4.7059,-74.2302,53.69,82,75,3.44,broken clouds
435,Itarema,BR,-2.9248,-39.9167,78.35,78,40,12.44,scattered clouds
436,Gouyave,GD,12.1646,-61.7296,77.77,73,20,27.63,few clouds
437,Aberdeen,GB,57.1437,-2.0981,32.65,85,62,8.05,broken clouds
438,Rio Tercero,AR,-32.173,-64.1141,59.79,35,17,4.92,few clouds
439,Umm Lajj,SA,25.0213,37.2685,67.66,57,69,7.47,light rain
440,Rockhampton,AU,-23.3833,150.5,84.09,54,75,11.5,broken clouds
441,Kalga,RU,50.9251,118.898,4.73,81,100,4.05,overcast clouds
442,Maturin,VE,9.75,-63.1767,71.44,100,19,4.61,few clouds
443,Aksay,RU,47.26,39.87,38.25,72,100,5.01,overcast clouds
444,Haines Junction,CA,60.7522,-137.5108,-4.05,77,100,3.44,overcast clouds
445,Santiago,CL,-33.4569,-70.6483,68.18,64,0,10.36,clear sky
446,Morros,BR,-9.4467,-46.3003,70.47,88,100,6.71,overcast clouds
447,Aksarka,RU,66.5606,67.7975,3.18,92,9,6.67,clear sky
448,Machinga,MW,-15.1685,35.3,70.74,89,86,3.31,light rain
449,Arlit,NE,18.7369,7.3853,58.39,35,40,6.89,scattered clouds
450,Namatanai,PG,-3.6667,152.4333,84.88,68,87,10.31,overcast clouds
451,Jiaocheng,CN,24.6774,116.1389,65.34,33,9,2.68,clear sky
452,Morada Nova,BR,-5.1067,-38.3725,76.59,79,85,6.85,overcast clouds
453,Cabanas,CU,22.9758,-82.9219,63.75,90,100,14.63,light rain
454,Vestmanna,FO,62.1564,-7.1664,36.52,87,75,24.16,moderate rain
455,Wad Madani,SD,14.4012,33.5199,60.66,32,4,10.83,clear sky
456,Alta Gracia,AR,-31.6529,-64.4283,60.89,42,34,4.63,scattered clouds
457,Kraskino,RU,42.7114,130.7794,21.56,60,1,9.71,clear sky
458,Pucallpa,PE,-8.3791,-74.5539,79.77,61,100,0.72,overcast clouds
459,Minsk,BY,53.9,27.5667,15.55,98,86,6.24,overcast clouds
460,Karratha,AU,-20.7377,116.8463,89.4,55,22,18.3,few clouds
461,Palmer,US,42.1584,-72.3287,20.25,69,0,10.36,clear sky
462,Skjervoy,NO,70.0311,20.9714,26.6,64,94,19.17,overcast clouds
463,Kalakamati,BW,-20.5929,27.3121,76.28,30,1,10.47,clear sky
464,Moree,AU,-29.4667,149.85,90.61,20,0,10.09,clear sky
465,Qasigiannguit,GL,68.8193,-51.1922,1.65,67,48,4.99,scattered clouds
466,Laje,BR,-10.1833,-40.9667,65.88,94,99,4.5,overcast clouds
467,Suntar,RU,62.1444,117.6319,-18.31,98,75,4.16,broken clouds
468,Meiktila,MM,20.8667,95.8667,81.36,45,0,3.71,clear sky
469,Langsa,ID,4.4683,97.9683,81.9,77,99,5.55,overcast clouds
470,Saint George,US,37.1041,-113.5841,47.79,56,0,3.0,clear sky
471,Nohar,IN,29.1833,74.7667,60.91,21,0,3.94,clear sky
472,Hailey,US,43.5196,-114.3153,23.99,75,94,1.01,overcast clouds
473,San Cristobal,VE,7.7669,-72.225,68.18,77,68,1.68,broken clouds
474,Dusti,TJ,37.3481,68.664,46.85,23,96,2.93,overcast clouds
475,Kabo,CF,7.6994,18.629,65.21,41,14,4.41,few clouds
476,Bubaque,GW,11.2833,-15.8333,79.32,61,54,9.53,broken clouds
477,Ardakan,IR,32.31,54.0175,44.53,51,0,2.33,clear sky
478,Diffa,NE,13.3154,12.6113,61.23,53,0,10.51,clear sky
479,Mombetsu,JP,44.3525,143.3525,33.82,100,75,19.57,snow
480,Juba,SS,4.8517,31.5825,74.97,33,97,3.56,overcast clouds
481,Aleksandrovsk,RU,59.158,57.5624,-3.14,100,97,3.89,overcast clouds
482,Aloleng,PH,16.1307,119.7824,80.19,53,92,11.3,overcast clouds
483,Mandurah,AU,-32.55,115.7,76.87,68,6,21.5,clear sky
484,Dhidhdhoo,MV,6.8833,73.1,81.27,73,78,13.02,broken clouds
485,Allapalli,IN,19.4167,80.0667,82.94,45,3,3.15,clear sky
486,Jurm,AF,36.8648,70.8342,36.19,46,95,5.44,overcast clouds
487,Cave Spring,US,37.2276,-80.0128,25.27,42,0,8.01,clear sky
488,Neuquen,AR,-38.9516,-68.0591,73.29,27,0,5.75,clear sky
489,Minna,NG,9.6139,6.5569,71.31,30,0,10.36,clear sky
490,Tosham,IN,28.8833,75.9167,61.11,29,0,3.6,clear sky
491,Boksitogorsk,RU,59.474,33.8485,10.87,99,100,3.8,overcast clouds
492,Chapais,CA,49.7834,-74.8492,8.38,91,100,11.12,overcast clouds
493,Pangnirtung,CA,66.1451,-65.7125,3.31,69,100,9.06,overcast clouds
494,Buala,SB,-8.145,159.5921,82.36,79,95,5.82,light rain
495,Indiana,US,40.0003,-86.2503,15.57,70,0,8.05,clear sky
496,Cururupu,BR,-1.8283,-44.8683,76.28,89,70,5.03,broken clouds
497,Talcahuano,CL,-36.7167,-73.1167,58.68,88,100,8.05,overcast clouds
498,Karema,TZ,-6.8205,30.4389,70.57,88,100,2.53,light rain
499,Cockburn Town,TC,21.4612,-71.1419,78.62,70,30,21.9,scattered clouds
500,Bud,US,39.447,-86.1758,15.89,70,100,6.38,overcast clouds
501,Jiaonan,CN,35.8786,119.9753,39.15,37,79,10.04,broken clouds
502,Kashi,CN,39.4547,75.9797,20.41,58,0,2.24,clear sky
503,Pietarsaari,FI,63.65,22.6833,22.89,88,85,16.58,overcast clouds
504,Ciudad Bolivar,VE,8.1222,-63.5497,73.47,84,51,10.13,broken clouds
505,Ovsyanka,RU,55.9575,92.5519,18.57,90,100,5.77,overcast clouds
506,Solnechnogorsk,RU,56.1833,36.9833,6.21,100,97,0.83,overcast clouds
507,Birjand,IR,32.8663,59.2211,39.67,56,0,6.91,clear sky
508,Puerto Baquerizo Moreno,EC,-0.9,-89.6,72.59,82,97,8.19,overcast clouds
509,Gonzalez,US,30.5816,-87.2914,36.48,61,0,0.0,clear sky
510,Balikpapan,ID,-1.2675,116.8289,85.19,70,20,5.75,light rain
511,Santa Cruz De Tenerife,ES,28.4682,-16.2546,62.62,94,100,8.01,fog
512,Bosaso,SO,11.2842,49.1816,71.58,88,0,8.05,haze
513,Beringovskiy,RU,63.05,179.3167,19.35,73,72,25.59,broken clouds
514,Shubarkuduk,KZ,49.1447,56.4872,17.4,84,96,7.27,overcast clouds
515,Kailua,US,21.4022,-157.7394,78.78,87,68,3.0,broken clouds
516,Cabra,ES,37.4725,-4.4421,52.92,56,87,4.36,overcast clouds
517,Dudinka,RU,69.4058,86.1778,2.62,95,100,13.02,overcast clouds
518,Sur,OM,22.5667,59.5289,76.08,58,0,5.66,clear sky
519,Saint Anthony,US,45.0205,-93.218,8.2,80,100,3.44,mist
520,Roebourne,AU,-20.7833,117.1333,93.47,46,21,19.01,few clouds
521,Newton,US,42.337,-71.2092,22.82,63,0,7.0,clear sky
522,Marsh Harbour,BS,26.5412,-77.0636,64.74,84,100,9.44,overcast clouds
523,Maxixe,MZ,-23.8597,35.3472,76.84,83,40,5.99,scattered clouds
524,Englewood,US,39.6478,-104.9878,44.19,65,75,13.8,broken clouds
525,Leh,IN,34.1667,77.5833,14.86,45,96,0.63,overcast clouds
526,Novochernorechenskiy,RU,56.2669,91.0828,16.29,94,100,7.02,light snow
527,Saint-Pierre,RE,-21.3393,55.4781,83.88,54,0,8.05,clear sky
528,Nizhneangarsk,RU,55.7833,109.55,4.8,77,48,3.09,scattered clouds
529,Shetpe,KZ,44.1667,52.1167,31.86,53,53,2.71,broken clouds
530,Ziarat,PK,30.3823,67.7282,39.0,35,2,2.48,clear sky
531,Kijang,KR,35.2442,129.2139,42.53,23,10,0.96,clear sky
532,Polur,IN,12.5,79.1333,79.34,76,98,7.16,overcast clouds
533,Sidi Ali,DZ,36.0998,0.4206,55.69,48,54,10.36,broken clouds
534,Vallam,IN,10.7167,79.0833,82.45,75,100,10.2,overcast clouds
535,Kimbe,PG,-5.5502,150.1429,84.61,76,100,4.52,light rain
536,San Pedro Buenavista,MX,16.0833,-93.1167,58.12,92,73,1.9,broken clouds
537,Luang Prabang,LA,19.8856,102.1347,66.16,82,75,4.61,broken clouds
538,Ayorou,NE,14.7308,0.9174,61.61,27,13,10.8,few clouds
539,Meulaboh,ID,4.1363,96.1285,83.48,67,98,2.26,overcast clouds
540,Port Macquarie,AU,-31.4333,152.9167,81.9,64,0,11.12,clear sky
541,Najran,SA,17.4924,44.1277,56.05,67,0,4.83,clear sky
542,Saint-Georges,GD,12.0564,-61.7485,78.48,73,20,27.63,few clouds
543,Potsdam,DE,52.3989,13.0657,51.12,93,100,8.52,overcast clouds
544,Trincomalee,LK,8.5711,81.2335,80.13,84,97,15.64,overcast clouds
545,Nakusp,CA,50.2499,-117.8023,25.14,93,100,2.3,overcast clouds
546,Kahta,TR,37.7855,38.6237,42.24,87,100,10.36,moderate rain
547,Houma,US,29.5958,-90.7195,34.0,86,0,3.44,clear sky
548,Ouro Branco,BR,-20.5208,-43.6919,62.35,97,100,2.3,overcast clouds
549,Adrar,MR,20.5022,-10.0711,56.84,25,0,10.45,clear sky
550,Calamar,CO,10.2511,-74.9146,71.35,89,9,3.33,clear sky
551,Sabang,ID,5.8933,95.3214,80.49,78,75,16.82,broken clouds
552,Macapa,BR,0.0389,-51.0664,76.98,100,20,2.3,few clouds
553,Kananga,CD,-5.8958,22.4178,68.41,94,100,1.72,overcast clouds
554,Toro,CO,4.6117,-76.0814,72.28,96,99,1.59,overcast clouds
555,Churapcha,RU,62.0025,132.4325,-35.84,100,84,2.98,broken clouds
556,Saint-Augustin,CA,51.226,-58.6502,20.53,87,98,10.18,overcast clouds
557,Morondava,MG,-20.2833,44.2833,78.73,63,2,2.93,clear sky
558,Ruteng,ID,-8.6136,120.4721,63.59,94,100,0.69,light rain
559,Bosilegrad,RS,42.5011,22.4724,40.35,66,0,2.48,clear sky
560,Baruun-Urt,MN,46.6806,113.2792,-0.56,83,96,4.81,overcast clouds
561,Tanabe,JP,33.7333,135.3667,49.21,49,40,17.27,scattered clouds
562,Verkhniy Baskunchak,RU,48.2256,46.7217,25.54,61,2,6.44,clear sky
563,Basco,PH,20.4487,121.9702,70.36,66,98,21.45,overcast clouds
564,Leningradskiy,RU,69.3833,178.4167,-5.42,88,9,4.27,clear sky
565,Linxia,CN,35.6003,103.2064,27.41,51,1,4.21,clear sky
566,Oyama,JP,36.3,139.8,47.48,34,55,6.26,broken clouds
567,Laplace,US,30.0666,-90.4801,39.18,66,0,0.0,clear sky
568,Goderich,CA,43.7501,-81.7165,21.9,73,100,18.41,overcast clouds
569,Katima Mulilo,NA,-17.5,24.2667,71.01,72,17,4.85,few clouds
570,Henties Bay,NA,-22.116,14.2845,61.59,86,44,3.18,scattered clouds
571,Batagay,RU,67.6333,134.6333,-28.44,99,98,3.4,overcast clouds
572,Santo Antonio Da Platina,BR,-23.295,-50.0772,67.01,93,100,4.59,overcast clouds
573,Xining,CN,36.6167,101.7667,24.48,34,2,2.1,clear sky
574,Saint Marys,US,30.7305,-81.5465,39.31,58,0,6.91,clear sky
575,Aklavik,CA,68.2191,-135.0107,-39.33,100,48,5.88,scattered clouds
576,Kajaani,FI,64.2273,27.7285,19.45,93,65,8.05,broken clouds
577,Salinas,US,36.6777,-121.6555,58.51,79,0,3.44,clear sky
578,Belle Glade,US,26.6845,-80.6676,48.06,41,100,8.3,overcast clouds
579,Figeac,FR,44.75,1.9167,48.09,95,42,3.56,scattered clouds
580,Keelung,TW,25.1283,121.7419,67.89,73,92,11.07,overcast clouds
581,Amapa,BR,1.0,-52.0,70.47,100,95,2.01,overcast clouds
582,Rialma,BR,-15.315,-49.5844,68.99,96,100,3.15,moderate rain
583,Am Timan,TD,11.0297,20.2827,64.04,29,9,6.67,clear sky
584,Meru,KE,0.0463,37.6559,64.02,72,39,0.22,scattered clouds
585,Burgeo,CA,47.6167,-57.6152,33.98,70,94,26.11,overcast clouds
586,Petropavl,KZ,54.8753,69.1628,15.78,53,0,17.9,clear sky
587,Lahat,ID,-3.8,103.5333,85.86,61,100,5.1,overcast clouds
588,Mount Pleasant,US,32.7941,-79.8626,32.0,68,0,5.75,clear sky
589,Lucea,JM,18.451,-78.1736,76.86,81,4,9.08,clear sky
590,Nueve De Julio,AR,-35.4444,-60.8831,57.96,70,3,7.9,clear sky
591,Catio,GW,11.2833,-15.25,71.19,85,34,2.42,scattered clouds
592,Pyaozerskiy,RU,65.8333,31.1667,11.95,93,49,7.14,scattered clouds
593,Dalvik,IS,65.9702,-18.5286,22.93,83,100,19.64,light snow
594,Tilichiki,RU,60.4667,166.1,2.88,82,0,12.19,clear sky
595,Yar-Sale,RU,66.8333,70.8333,10.11,97,81,7.34,broken clouds
596,Minab,IR,27.1467,57.0801,64.72,94,20,0.0,few clouds
597,Tshikapa,CD,-6.4167,20.8,69.48,98,100,1.66,light rain
598,Meadow Lake,US,34.8014,-106.5436,42.67,57,24,5.28,few clouds
599,Tweed,CA,44.4751,-77.3162,21.58,82,99,10.58,light snow
600,Togur,RU,58.3631,82.8265,20.28,93,99,9.8,overcast clouds
601,Araouane,ML,18.9048,-3.5265,59.02,27,0,10.51,clear sky
602,College,US,64.8569,-147.8028,-12.68,65,20,8.05,few clouds
603,Roros,NO,62.5747,11.3842,30.04,80,100,10.36,overcast clouds
604,Bredy,RU,52.4153,60.3411,9.43,80,94,7.0,overcast clouds
605,Merauke,ID,-8.4667,140.3333,78.4,87,100,6.24,overcast clouds
606,Tingi,TZ,-11.3,35.0333,67.21,89,100,1.14,light rain
607,Mehamn,NO,71.0357,27.8492,24.71,79,73,13.8,broken clouds
608,Capinopolis,BR,-18.6819,-49.5697,69.6,86,100,12.17,moderate rain
609,Manasa,IN,24.4837,75.2687,64.96,25,7,8.28,clear sky
610,Bobrovytsya,UA,50.75,31.3833,29.44,89,11,4.45,few clouds
611,Poum,NC,-20.2333,164.0167,80.24,75,100,1.19,moderate rain
612,Tateyama,JP,34.9833,139.8667,49.17,38,9,10.42,clear sky
613,Roald,NO,62.5833,6.1333,42.94,75,100,2.3,overcast clouds
614,Torres,BR,-29.3353,-49.7269,68.07,90,33,2.53,scattered clouds
615,Usoke,TZ,-5.1667,32.35,65.19,95,100,3.8,light rain
616,Solenzo,BF,12.1833,-4.0833,64.74,28,0,6.04,clear sky
617,Ngunguru,NZ,-35.6167,174.5,68.5,74,25,8.75,scattered clouds
618,Tazovskiy,RU,67.4667,78.7,21.24,96,100,9.31,light snow
619,Opuwo,NA,-18.0607,13.84,64.47,34,10,3.74,clear sky
620,Porterville,US,36.0652,-119.0168,42.75,100,100,8.05,fog
621,Mago,RU,53.2514,140.1822,5.11,96,67,2.48,broken clouds
622,Rocha,UY,-34.4833,-54.3333,55.02,83,100,4.14,overcast clouds
623,Ulaanbaatar,MN,47.9077,106.8832,-0.27,71,40,13.42,scattered clouds
624,Buchanan,LR,5.8808,-10.0467,77.83,79,57,2.39,broken clouds
625,Birecik,TR,37.0294,37.9903,45.61,86,100,10.29,moderate rain
626,Vila Franca Do Campo,PT,37.7167,-25.4333,54.01,61,16,16.26,few clouds
627,Taft,IR,31.7471,54.2088,33.75,60,0,2.3,clear sky
628,Raton,US,36.9034,-104.4391,34.41,44,0,10.36,clear sky
629,Saint Pete Beach,US,27.7253,-82.7412,46.02,71,0,5.75,clear sky
630,Virginia Beach,US,36.8529,-75.978,30.22,52,0,1.01,clear sky
631,Mananjary,MG,-21.2167,48.3333,79.12,78,40,4.47,light rain
632,Derzhavinsk,KZ,51.1,66.3167,15.51,78,97,6.67,overcast clouds
633,Oriximina,BR,-1.7656,-55.8661,73.69,96,99,1.52,overcast clouds
634,Bol,TD,13.4586,14.7147,64.67,48,2,22.97,clear sky
635,Ternate,ID,0.8,127.4,83.39,65,100,3.47,overcast clouds
636,Ukiah,US,39.1502,-123.2078,57.11,95,0,1.01,clear sky
637,Middelburg,ZA,-25.7751,29.4648,64.2,76,85,12.5,overcast clouds
638,Selma,US,36.5708,-119.6121,43.05,100,100,5.75,fog
639,Guatire,VE,10.4762,-66.5427,67.69,96,51,1.3,broken clouds
640,Mokokchung,IN,26.3333,94.5333,59.77,56,57,2.15,broken clouds
641,Kutum,SD,14.2,24.6667,48.69,46,4,9.31,clear sky
642,Road Town,VG,18.4167,-64.6167,75.29,73,9,24.7,clear sky
643,Carros,FR,43.7894,7.184,53.78,88,75,11.5,broken clouds
644,Vestmannaeyjar,IS,63.4427,-20.2734,23.43,77,2,23.62,clear sky
645,Lasa,IT,46.6166,10.7002,36.48,70,53,3.4,broken clouds
646,Yeniseysk,RU,58.4497,92.1703,16.9,95,98,6.11,overcast clouds
647,Chamba,IN,32.5667,76.1333,59.86,25,100,1.9,overcast clouds
648,Antalaha,MG,-14.9003,50.2788,78.82,80,74,2.71,broken clouds
649,Santa Cruz,BO,-17.8,-63.1667,72.86,83,75,2.3,broken clouds
650,Tenenkou,ML,14.4572,-4.9169,64.87,25,10,9.33,clear sky
651,Wuhu,CN,31.3366,118.3755,46.69,32,81,3.98,broken clouds
652,Lubango,AO,-14.9172,13.4925,59.54,92,71,1.45,light rain
653,Vallenar,CL,-28.5708,-70.7581,59.81,76,0,2.66,clear sky
654,Gdov,RU,58.7406,27.8122,16.34,93,64,9.51,broken clouds
655,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.38,89,71,13.56,broken clouds
656,Valley City,US,46.9233,-98.0032,0.12,85,100,13.8,overcast clouds
657,Ushiku,JP,35.9667,140.1333,51.85,28,39,11.48,scattered clouds
658,Shelburne,CA,44.0787,-80.2041,19.85,93,93,18.01,overcast clouds
659,Laguna,US,38.421,-121.4238,50.18,96,100,0.0,fog
660,Zeerust,ZA,-25.5369,26.0751,71.26,58,64,9.8,broken clouds
661,Byron Bay,AU,-28.65,153.6167,79.95,65,8,12.08,clear sky
662,Myronivka,UA,49.6601,30.9823,33.66,81,100,5.64,overcast clouds
663,Stephenville,US,32.2207,-98.2023,38.19,45,0,4.61,clear sky
664,Teknaf,BD,20.8624,92.3058,78.4,43,0,1.16,clear sky
665,Bardiyah,LY,31.7561,25.0865,60.53,68,1,12.35,clear sky
666,Alyangula,AU,-13.8483,136.4192,87.73,67,100,8.72,overcast clouds
667,Anchorage,US,61.2181,-149.9003,30.27,77,0,4.61,clear sky
668,Kamiiso,JP,41.8167,140.65,43.18,61,75,13.8,broken clouds
669,Dera Bugti,PK,29.0307,69.151,62.15,17,0,1.45,clear sky
670,Saint-Ambroise,CA,48.5501,-71.3324,14.32,67,86,12.66,overcast clouds
671,Urumqi,CN,43.801,87.6005,-1.25,92,75,2.24,mist
672,Siniscola,IT,40.5719,9.6922,38.75,58,0,4.32,clear sky
673,Varva,UA,50.495,32.7197,32.36,89,100,7.38,overcast clouds
674,Rincon,US,32.296,-81.2354,35.85,78,1,3.94,clear sky
675,Karasjok,NO,69.4719,25.5112,9.28,89,100,6.55,overcast clouds
676,Cedar City,US,37.6775,-113.0619,34.39,80,0,0.0,clear sky
677,Asyut,EG,27.181,31.1837,53.78,72,24,7.31,few clouds
678,Havelock,US,34.8791,-76.9013,35.55,57,0,1.99,clear sky
679,Forio,IT,40.7342,13.8646,57.52,94,2,6.6,clear sky
680,Axim,GH,4.8699,-2.2405,75.38,75,4,2.71,clear sky
681,Yurkivka,UA,49.0126,31.1013,34.75,80,100,7.56,overcast clouds
682,Maralal,KE,1.0968,36.698,64.02,57,13,5.97,few clouds
683,Jiangyou,CN,31.7667,104.7167,47.95,52,32,3.87,scattered clouds
684,Buin,CL,-33.7333,-70.75,65.73,76,0,2.77,clear sky
685,Nipawin,CA,53.3668,-104.0009,6.84,78,100,8.05,overcast clouds
686,Cozumel,MX,20.5083,-86.9458,67.95,95,100,18.88,moderate rain
687,Udachnyy,RU,66.4167,112.4,-13.56,75,90,7.54,overcast clouds
688,Sari,IR,36.5633,53.0601,51.3,100,100,4.61,light intensity drizzle
689,Candelaria,PH,13.9311,121.4233,77.4,73,100,12.39,overcast clouds
690,Alta Floresta,BR,-9.8756,-56.0861,69.57,100,100,3.24,overcast clouds
691,Saint-Francois,FR,46.4154,3.9054,51.24,76,0,8.05,clear sky
692,Jinchang,CN,38.4953,102.1739,24.39,28,6,3.65,clear sky
693,Kaeo,NZ,-35.1,173.7833,69.33,94,78,1.77,light rain
694,Wagga Wagga,AU,-35.1167,147.3667,97.07,27,3,3.0,clear sky
695,Locri,IT,38.2414,16.2623,58.32,64,0,5.84,clear sky
696,Vilcun,CL,-38.65,-72.2333,61.54,42,10,4.07,clear sky
697,Bairiki,KI,1.3292,172.9752,86.0,70,20,9.22,few clouds
698,Muisne,EC,0.6,-80.0333,75.38,86,90,6.55,overcast clouds
